"Class","Manufacturer","carline name","displ","cyl","trans","drv","bidx","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"TWO SEATERS","MERCEDES-BENZ","SLK230"," 2.3",4,"Manual(M6)","R",8,21,29,24,23.4,37,28.0376,"P","","","S",48,10,"","","","",1001," ","EMS ",3,"01"
"TWO SEATERS","MERCEDES-BENZ","SLK32 AMG"," 3.2",6,"Auto(L5)","R",230,17,22,19,19,28.8,22.4354,"P","","","S",48,10,"","","","",1262," ","EMS 2MODE CLKUP",3,"01"
"TWO SEATERS","MERCEDES-BENZ","SLK320"," 3.2",6,"Auto(L5)","R",231,20,26,22,22.2,33.7,26.2275,"P","","","",48,10,"","","","",1092," ","EMS 2MODE CLKUP",3,"01"
"TWO SEATERS","MERCEDES-BENZ","SLK320"," 3.2",6,"Manual(M6)","R",231,19,26,21,20.6,33.4,24.8929,"P","","","",48,10,"","","","",1142," ","EMS ",3,"01"
"TWO SEATERS","NISSAN","350Z"," 3.5",6,"Manual(M6)","R",24,20,26,22,22,33.6,26.0465,"P","","","","","","","","","",1092," ","",4,"01"
"TWO SEATERS","NISSAN","350Z"," 3.5",6,"Auto(S5)","R",24,19,26,21,20.7,32.9,24.846,"P","","","","","","","","","",1142," ","CLKUP ",4,"01"
"TWO SEATERS","NISSAN","350Z ROADSTER"," 3.5",6,"Manual(M6)","R",26,20,26,22,21.7691,33.3444,25.7993,"P","","","","","","","","","",1092," ","",4,"01"
"TWO SEATERS","NISSAN","350Z ROADSTER"," 3.5",6,"Auto(S5)","R",26,18,25,20,19.9691,31.6691,23.951,"P","","","","","","","","","",1200," ","CLKUP ",4,"01"
"TWO SEATERS","PORSCHE","BOXSTER"," 2.7",6,"Manual(M5)","R",200,20,29,23,22.3,37.3494,27.239,"P","","","","","","","","","",1044," ","",4,"01"
"TWO SEATERS","PORSCHE","BOXSTER"," 2.7",6,"Auto(S5)","R",200,18,26,21,19.6707,33.3481,24.1229,"P","","","","","","","","","",1142," ","2MODE ",4,"01"
"TWO SEATERS","PORSCHE","BOXSTER S"," 3.2",6,"Manual(M6)","R",300,18,26,21,20.4,33.8,24.8297,"P","","","","","","","","","",1142," ","",4,"01"
"TWO SEATERS","PORSCHE","BOXSTER S"," 3.2",6,"Auto(S5)","R",300,17,26,20,19.1479,33.6973,23.7654,"P","","","","","","","","","",1200," ","2MODE ",4,"01"
"TWO SEATERS","PORSCHE","CARRERA 2 911 GT3"," 3.6",6,"Manual(M6)","R",600,15,23,18,16.7,29.4,20.7296,"P","G","","","","","","","","",1334," ","",4,"01"
"TWO SEATERS","PORSCHE","CARRERA GT"," 5.7",10,"Manual(M6)","R",999,10,16,12,11.5,20.2,14.2647,"P","G","","","","","","","","",1999," ","2MODE ",4,"01"
"TWO SEATERS","PORSCHE","TURBO   2 911 GT2"," 3.6",6,"Manual(M6)","R",500,15,23,18,16.7976,29.9,20.9236,"P","G","T","","","","","","","",1334," ","",4,"01"
"TWO SEATERS","TOYOTA","MR2"," 1.8",4,"Manual(M5)","R",9,26,32,29,29.1,41.3,33.5613,"R","","","",46,2,"","","","",724," ","",4,"01"
"TWO SEATERS","TOYOTA","MR2"," 1.8",4,"Manual(M6)","R",9,26,33,29,29,42.1,33.7219,"R","","","",46,2,"","","","",724," ","",4,"01"
"MINICOMPACT CARS","ASTON MARTIN","V12 VANQUISH"," 5.9",12,"Auto(S6)","R",1,12,19,15,13.5498,24.4963,16.9603,"P","G","","",78,6,"","","","",1601," ","CLKUP ",4,"02"
"MINICOMPACT CARS","AUDI","TT COUPE"," 1.8",4,"Auto(S6)","F",18,21,29,24,23.1,37.1,27.825,"P","","T","","","","","",65,14,1001," ","3MODE CLKUP ",5,"02"
"MINICOMPACT CARS","AUDI","TT COUPE QUATTRO"," 1.8",4,"Manual(M6)","4",18,20,28,23,22.226,36.5285,26.9797,"P","","T","","","","","",65,11,1044," ","",5,"02"
"MINICOMPACT CARS","AUDI","TT COUPE QUATTRO"," 3.2",6,"Auto(S6)","4",9,22,27,24,24.7,34.1,28.1979,"P","","","","","","","",65,11,1001," ","3MODE ",5,"02"
"MINICOMPACT CARS","BMW","325CI CONVERTIBLE"," 2.5",6,"Manual(M5)","R",25,19,27,22,20.8,34.5,25.3256,"P","","","",74,9,"","","","",1092," ","",4,"02"
"MINICOMPACT CARS","BMW","325CI CONVERTIBLE"," 2.5",6,"Auto(S5)","R",25,18,26,21,20.5,33.9,24.9354,"P","","","",74,9,"","","","",1142," ","3MODE CLKUP ",4,"02"
"MINICOMPACT CARS","BMW","325CI CONVERTIBLE"," 2.5",6,"Auto(S6)","R",25,20,28,23,22.0452,36.3753,26.7954,"P","","","",74,9,"","","","",1044," ","4MODE ",4,"02"
"MINICOMPACT CARS","BMW","330CI CONVERTIBLE"," 3.0",6,"Manual(M6)","R",30,19,28,23,21.6,36.5,26.4608,"P","","","",74,9,"","","","",1044," ","",4,"02"
"MINICOMPACT CARS","BMW","330CI CONVERTIBLE"," 3.0",6,"Auto(S5)","R",30,18,25,21,20.4,32.5,24.5056,"P","","","",74,9,"","","","",1142," ","3MODE CLKUP ",4,"02"
"MINICOMPACT CARS","BMW","330CI CONVERTIBLE"," 3.0",6,"Auto(S6)","R",30,19,27,22,21.1528,34.7518,25.6738,"P","","","",74,9,"","","","",1092," ","4MODE ",4,"02"
"MINICOMPACT CARS","BMW","M3 CONVERTIBLE"," 3.2",6,"Manual(M6)","R",32,16,23,18,17.5,29.5431,21.4314,"P","G","","",74,9,"","","","",1334,"MOTORSPORT","",4,"02"
"MINICOMPACT CARS","BMW","M3 CONVERTIBLE"," 3.2",6,"Auto(S6)","R",32,16,22,18,17.7191,28.1243,21.2583,"P","G","","",74,9,"","","","",1334,"MOTORSPORT","6MODE ",4,"02"
"MINICOMPACT CARS","JAGUAR","JAGUAR XK8 CONVERTIBLE"," 4.2",8,"Auto(L6)","R",309,18,26,21,19.598,33.0439,23.991,"P","","","",70,10,"","","","",1142," ","2MODE CLKUP ",4,"02"
"MINICOMPACT CARS","JAGUAR","JAGUAR XKR CONVERTIBLE"," 4.2",8,"Auto(L6)","R",310,16,23,18,17.5722,29.1723,21.4018,"P","G","","S",70,10,"","","","",1334," ","2MODE CLKUP ",4,"02"
"MINICOMPACT CARS","LEXUS","SC 430"," 4.3",8,"Auto(L5)","R",21,18,23,20,19.4718,29.9479,23.1096,"P","","","",75,9,"","","","",1200," ","2MODE CLKUP ",4,"02"
"MINICOMPACT CARS","MINI","MINI COOPER"," 1.6",4,"Auto(AV)","F",16,25,32,28,27.5935,41.039,32.3652,"P","","","",77,7,"","","","",857," ","2MODE ",4,"02"
"MINICOMPACT CARS","MINI","MINI COOPER"," 1.6",4,"Manual(M5)","F",16,28,37,32,31.6,47.1,37.0931,"P","","","",77,7,"","","","",749," ","",4,"02"
"MINICOMPACT CARS","MINI","MINI COOPER S"," 1.6",4,"Manual(M6)","F",16,25,34,28,27.3913,43.773,32.9384,"P","","","",77,7,"","","","",857," ","",4,"02"
"MINICOMPACT CARS","MITSUBISHI","ECLIPSE SPYDER"," 2.4",4,"Manual(M5)","F",20,23,31,26,25.5,39.2566,30.274,"R","","","",75,7,"","","","",808,"SOHC","",4,"02"
"MINICOMPACT CARS","MITSUBISHI","ECLIPSE SPYDER"," 2.4",4,"Auto(S4)","F",20,20,26,23,22.6215,33.8784,26.5986,"R","","","",75,7,"","","","",914,"SOHC","2MODE CLKUP ",4,"02"
"MINICOMPACT CARS","MITSUBISHI","ECLIPSE SPYDER"," 3.0",6,"Manual(M5)","F",24,21,28,24,23,36.4,27.5667,"P","","","",75,7,"","","","",1001,"GT/GTS-VIS","",4,"02"
"MINICOMPACT CARS","MITSUBISHI","ECLIPSE SPYDER"," 3.0",6,"Manual(M5)","F",21,20,29,23,22.6,36.8,27.3489,"P","","","",75,7,"","","","",1044,"SOHC","",4,"02"
"MINICOMPACT CARS","MITSUBISHI","ECLIPSE SPYDER"," 3.0",6,"Auto(S4)","F",24,20,27,23,22.7,34.7,26.8836,"P","","","",75,7,"","","","",1044,"GT/GTS-VIS","2MODE CLKUP ",4,"02"
"MINICOMPACT CARS","MITSUBISHI","ECLIPSE SPYDER"," 3.0",6,"Auto(S4)","F",21,20,28,23,22.3,35.5,26.7811,"P","","","",75,7,"","","","",1044,"SOHC","2MODE CLKUP ",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 2 CABRIOLET"," 3.6",6,"Auto(L5)","R",400,18,26,21,20.1461,32.9291,24.4103,"P","","","",68,5,"","","","",1142," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 2 CABRIOLET"," 3.6",6,"Manual(M6)","R",400,18,26,21,19.7784,33.6382,24.2803,"P","","","",68,5,"","","","",1142," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 2 CABRIOLET KIT"," 3.6",6,"Manual(M6)","R",400,18,26,21,19.7784,33.6382,24.2803,"P","","","",68,5,"","","","",1142," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 2 COUPE"," 3.6",6,"Auto(L5)","R",400,18,26,21,20.1461,32.9291,24.4103,"P","","","",70,5,"","","","",1142," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 2 COUPE"," 3.6",6,"Manual(M6)","R",400,18,26,21,19.7784,33.6382,24.2803,"P","","","",70,5,"","","","",1142," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 2 COUPE KIT"," 3.6",6,"Manual(M6)","R",400,18,26,21,19.7784,33.6382,24.2803,"P","","","",70,5,"","","","",1142," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 CABRIOLET"," 3.6",6,"Auto(L5)","4",400,17,23,19,18.8938,29.7064,22.5946,"P","","","",68,5,"","","","",1262," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 CABRIOLET"," 3.6",6,"Manual(M6)","4",400,17,24,19,18.7944,30.3,22.6678,"P","","","",68,5,"","","","",1262," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 CABRIOLET KIT"," 3.6",6,"Manual(M6)","4",400,17,24,19,18.7944,30.3,22.6678,"P","","","",68,5,"","","","",1262," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S CABRIOLET"," 3.6",6,"Auto(L5)","4",400,17,23,19,18.8938,29.7064,22.5946,"P","","","",68,5,"","","","",1262," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S CABRIOLET"," 3.6",6,"Manual(M6)","4",400,17,24,19,18.7944,30.3,22.6678,"P","","","",68,5,"","","","",1262," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S CABRIOLET KIT"," 3.6",6,"Manual(M6)","4",400,17,24,19,18.7944,30.3,22.6678,"P","","","",68,5,"","","","",1262," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S COUPE"," 3.6",6,"Auto(L5)","4",400,17,23,19,18.8938,29.7064,22.5946,"P","","","",70,5,"","","","",1262," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S COUPE"," 3.6",6,"Manual(M6)","4",400,17,24,19,18.7944,30.3,22.6678,"P","","","",70,5,"","","","",1262," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","CARRERA 4 S KIT"," 3.6",6,"Manual(M6)","4",400,17,24,19,18.7944,30.3,22.6678,"P","","","",70,5,"","","","",1262," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","TARGA"," 3.6",6,"Auto(L5)","R",400,18,26,21,20.1461,32.9291,24.4103,"P","","","",70,5,"","","","",1142," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","TARGA"," 3.6",6,"Manual(M6)","R",400,18,26,21,19.7784,33.6382,24.2803,"P","","","",70,5,"","","","",1142," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","TARGA KIT"," 3.6",6,"Manual(M6)","R",400,18,26,21,19.7784,33.6382,24.2803,"P","","","",70,5,"","","","",1142," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","TURBO   4 911 TURBO"," 3.6",6,"Auto(L5)","4",500,14,22,17,16.0498,28.2986,19.9322,"P","G","T","",70,5,"","","","",1411," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","TURBO   4 911 TURBO"," 3.6",6,"Manual(M6)","4",500,15,22,17,16.6,28.3,20.3942,"P","G","T","",70,5,"","","","",1411," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","TURBO   4 911 TURBO CAB"," 3.6",6,"Auto(L5)","4",500,14,22,17,15.6994,27.7996,19.5234,"P","G","T","",68,5,"","","","",1411," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","TURBO   4 911 TURBO CAB"," 3.6",6,"Manual(M6)","4",500,15,22,18,16.6,28.7,20.4868,"P","G","T","",68,5,"","","","",1334," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","TURBO   4 911 TURBO CAB KIT"," 3.6",6,"Auto(L5)","4",500,14,22,17,15.6994,27.7996,19.5234,"P","G","T","",68,5,"","","","",1411," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","TURBO   4 911 TURBO CAB KIT"," 3.6",6,"Manual(M6)","4",500,15,22,18,16.6,28.7,20.4868,"P","G","T","",68,5,"","","","",1334," ","",4,"02"
"MINICOMPACT CARS","PORSCHE","TURBO   4 911 TURBO KIT"," 3.6",6,"Auto(L5)","4",500,14,22,17,16.0498,28.2986,19.9322,"P","G","T","",70,5,"","","","",1411," ","2MODE ",4,"02"
"MINICOMPACT CARS","PORSCHE","TURBO   4 911 TURBO KIT"," 3.6",6,"Manual(M6)","4",500,15,22,17,16.6,28.3,20.3942,"P","G","T","",70,5,"","","","",1411," ","",4,"02"
"MINICOMPACT CARS","VOLKSWAGEN","NEW BEETLE CONVERTIBLE"," 1.8",4,"Manual(M5)","F",6,24,31,27,26.6419,39.8887,31.3228,"P","","T","",78,5,"","","","",888," ","",5,"02"
"MINICOMPACT CARS","VOLKSWAGEN","NEW BEETLE CONVERTIBLE"," 1.8",4,"Auto(S6)","F",6,22,29,24,23.9,36.9,28.4029,"P","","T","",78,5,"","","","",1001," ","3MODE CLKUP ",5,"02"
"MINICOMPACT CARS","VOLKSWAGEN","NEW BEETLE CONVERTIBLE"," 2.0",4,"Manual(M5)","F",7,24,30,26,26.5459,38.938,30.983,"R","","","",78,5,"","","","",808," ","",2,"02"
"MINICOMPACT CARS","VOLKSWAGEN","NEW BEETLE CONVERTIBLE"," 2.0",4,"Auto(S6)","F",7,21,31,25,23.8,39.4,28.9599,"R","","","",78,5,"","","","",840," ","2MODE CLKUP ",2,"02"
"SUBCOMPACT CARS","ACURA","RSX"," 2.0",4,"Manual(M5)","F",30,27,33,30,30.2,42.8,34.8117,"R","","","","","","","",81,16,699," ","",4,"03"
"SUBCOMPACT CARS","ACURA","RSX"," 2.0",4,"Manual(M6)","F",30,24,31,27,27,39.9,31.597,"P","","","","","","","",81,16,888," ","",4,"03"
"SUBCOMPACT CARS","ACURA","RSX"," 2.0",4,"Auto(S5)","F",30,25,34,29,28.2,43.2,33.4222,"R","","","","","","","",81,16,724," ","2MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","AUDI","A4 CABRIOLET"," 1.8",4,"Auto(AV)","F",17,23,30,26,25.5,38.6,30.0963,"P","","T","","","",79,10,"","",924," ","3MODE ",5,"03"
"SUBCOMPACT CARS","AUDI","A4 CABRIOLET"," 3.0",6,"Auto(AV)","F",15,20,27,23,22.645,34.415,26.764,"P","","","","","",79,10,"","",1044," ","3MODE ",5,"03"
"SUBCOMPACT CARS","AUDI","A4 CABRIOLET QUATTRO"," 3.0",6,"Auto(S5)","4",15,18,25,21,20.3534,32.5077,24.4706,"P","","","","","",79,10,"","",1142," ","3MODE CLKUP ",5,"03"
"SUBCOMPACT CARS","AUDI","S4 CABRIOLET"," 4.2",8,"Manual(M6)","4",11,15,21,17,16.5,27.2,20.0491,"P","G","","","","",79,10,"","",1411," ","",5,"03"
"SUBCOMPACT CARS","AUDI","S4 CABRIOLET"," 4.2",8,"Auto(S6)","4",11,18,23,20,19.7,29.7,23.2179,"P","","","","","",79,10,"","",1200," ","3MODE CLKUP ",5,"03"
"SUBCOMPACT CARS","BMW","325CI"," 2.5",6,"Manual(M5)","R",25,20,29,24,22.6,37.8,27.593,"P","","","",84,9,"","","","",1001," ","",4,"03"
"SUBCOMPACT CARS","BMW","325CI"," 2.5",6,"Auto(S5)","R",25,19,27,22,21.5624,34.9976,26.0651,"P","","","",84,9,"","","","",1092," ","3MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","325CI"," 2.5",6,"Auto(S6)","R",25,21,30,24,23.3162,38.8644,28.4354,"P","","","",84,9,"","","","",1001," ","4MODE ",4,"03"
"SUBCOMPACT CARS","BMW","330CI"," 3.0",6,"Manual(M6)","R",30,20,30,23,22.15,37.934,27.2528,"P","","","",84,9,"","","","",1044," ","",4,"03"
"SUBCOMPACT CARS","BMW","330CI"," 3.0",6,"Auto(S5)","R",30,19,27,22,21.4578,34.858,25.9462,"P","","","",84,9,"","","","",1092," ","3MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","330CI"," 3.0",6,"Auto(S6)","R",30,20,29,23,22.2354,37.2131,27.1534,"P","","","",84,9,"","","","",1044," ","4MODE ",4,"03"
"SUBCOMPACT CARS","BMW","645CI"," 4.4",8,"Manual(M6)","R",44,17,25,20,18.4,32.4,22.8414,"P","","","",81,13,"","","","",1200," ","",4,"03"
"SUBCOMPACT CARS","BMW","645CI"," 4.4",8,"Auto(S6)","R",44,18,26,21,20.1374,33.7,24.5909,"P","","","",81,13,"","","","",1142," ","3MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","645CI"," 4.4",8,"Auto(S6)","R",44,16,24,19,18.1978,31.2077,22.4,"P","","","",81,13,"","","","",1262," ","4MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","645CI CONVERTIBLE"," 4.4",8,"Manual(M6)","R",44,15,23,18,16.6,29.4,20.6447,"P","G","","",82,10,"","","","",1334," ","",4,"03"
"SUBCOMPACT CARS","BMW","645CI CONVERTIBLE"," 4.4",8,"Auto(S6)","R",44,18,26,21,20,33.5,24.4303,"P","","","",82,10,"","","","",1142," ","3MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","645CI CONVERTIBLE"," 4.4",8,"Auto(S6)","R",44,15,22,17,16.5462,28.5247,20.4015,"P","G","","",82,10,"","","","",1411," ","4MODE CLKUP ",4,"03"
"SUBCOMPACT CARS","BMW","M3"," 3.2",6,"Manual(M6)","R",32,16,24,19,18,30.9,22.1638,"P","G","","",84,9,"","","","",1262,"MOTORSPORT","",4,"03"
"SUBCOMPACT CARS","BMW","M3"," 3.2",6,"Auto(S6)","R",32,16,23,19,18.3217,29.4788,22.0827,"P","G","","",84,9,"","","","",1262,"MOTORSPORT","6MODE ",4,"03"
"SUBCOMPACT CARS","FORD","MUSTANG"," 3.8",6,"Auto(L4)","R",100,19,27,22,21.604,34.5178,25.9774,"R","","","",82,11,"","","","",956," ","CLKUP ",2,"03"
