Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Manual(M5),4,22,30,25,24.1045,38.2739,28.9230,P,,T,,,,88,14,,,930,,,5,4
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Auto(S5),4,20,27,23,22.0037,34.9442,26.4037,P,,T,,,,88,14,,,1011,,CLKUP,5,4
COMPACT CARS,AUDI,A4 QUATTRO,2.8,6,Manual(M5),4,18,24,21,20.3335,31.1484,24.0987,P,,,,,,88,14,,,1107,,,5,4
COMPACT CARS,AUDI,A4 QUATTRO,2.8,6,Auto(S5),4,18,25,20,19.4701,32.3437,23.7183,P,,,,,,88,14,,,1162,,CLKUP,5,4
COMPACT CARS,AUDI,S4,2.7,6,Manual(M6),4,17,24,20,19.1581,30.3600,22.9723,P,,T,,,,88,14,,,1162,,,5,4
COMPACT CARS,AUDI,S4,2.7,6,Auto(S5),4,17,24,20,19.2591,30.9445,23.2019,P,,T,,,,88,14,,,1162,,CLKUP,5,4
COMPACT CARS,BENTLEY,BENTLEY CONTINENTAL R,6.8,8,Auto(L4),R,11,16,13,12.3908,20.0453,14.9618,P,G,,,,,89,12,,,1788,GUZZLER,EMS 2MODE CLKUP,2,4
COMPACT CARS,BMW,325I,2.5,6,Manual(M5),R,20,29,24,22.6367,37.6419,27.5850,P,,,,,,91,11,,,970,,,4,4
COMPACT CARS,BMW,325I,2.5,6,Auto(S5),R,19,27,22,21.2993,34.4096,25.7068,P,,,,,,91,11,,,1058,,3MODE,4,4
COMPACT CARS,BMW,325XI,2.5,6,Manual(M5),4,19,27,22,21.6000,34.7000,26.0205,P,,,,,,91,11,,,1058,,,4,4
COMPACT CARS,BMW,325XI,2.5,6,Auto(S5),4,19,26,21,20.8153,32.6951,24.8840,P,,,,,,91,11,,,1107,,3MODE,4,4
COMPACT CARS,BMW,330I,3.0,6,Manual(M5),R,21,30,24,23.0217,37.9588,27.9756,P,,,,,,91,11,,,970,,,4,4
COMPACT CARS,BMW,330I,3.0,6,Auto(S5),R,19,27,22,21.3268,34.6842,25.7976,P,,,,,,91,11,,,1058,,3MODE,4,4
COMPACT CARS,BMW,330Xi,3.0,6,Manual(M5),R,20,27,23,22.0000,34.9000,26.3894,P,,,,,,91,11,,,1011,,,4,4
COMPACT CARS,BMW,330Xi,3.0,6,Auto(S5),R,17,25,20,19.3747,31.6921,23.4815,P,,,,,,91,11,,,1162,,3MODE,4,4
COMPACT CARS,BMW,525I,2.5,6,Manual(M5),R,20,29,24,22.6367,37.6419,27.5850,P,,,,,,93,11,,,970,,,4,4
COMPACT CARS,BMW,525I,2.5,6,Auto(S5),R,19,27,22,21.2993,34.4096,25.7068,P,,,,,,93,11,,,1058,,3MODE,4,4
COMPACT CARS,BMW,530I,3.0,6,Manual(M5),R,21,30,24,23.0217,37.9588,27.9756,P,,,,,,93,11,,,970,,,4,4
COMPACT CARS,BMW,530I,3.0,6,Auto(S5),R,18,26,21,20.0164,32.7719,24.2668,P,,,,,,93,11,,,1107,,3MODE,4,4
COMPACT CARS,BMW,540I,4.4,8,Auto(L5),R,18,24,20,20.0000,30.9000,23.7738,P,,,,,,93,11,,,1162,,,4,4
COMPACT CARS,BMW,540I,4.4,8,Manual(M6),R,15,23,18,17.1994,29.1499,21.0902,P,G,,,,,93,11,,,1293,GUZZLER,,4,4
COMPACT CARS,BMW,540I,4.4,8,Auto(S5),R,15,21,18,17.2000,26.7717,20.4979,P,G,,,,,93,11,,,1293,GUZZLER,3MODE,4,4
COMPACT CARS,BMW,M5,4.9,8,Manual(M6),R,13,21,16,14.9485,26.5000,18.5963,P,G,,,,,93,11,,,1453,GUZZLER,,4,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Auto(L3),F,23,29,26,25.8001,37.7003,30.0716,R,,,,87,13,92,13,,,780,,CLKUP,2,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Auto(L4),F,23,32,27,26.1000,41.0000,31.2028,R,,,,87,13,92,13,,,749,,CLKUP,2,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Manual(M5),F,23,33,27,25.5020,42.0214,30.9830,R,,,,87,13,92,13,,,749,,SIL,2,4
COMPACT CARS,CHEVROLET,CAVALIER,2.4,4,Auto(L4),F,21,28,24,23.0000,36.3000,27.5408,R,,,,87,13,92,13,,,844,,CLKUP,4,4
COMPACT CARS,CHEVROLET,CAVALIER,2.4,4,Manual(M5),F,22,32,26,24.5000,40.5000,29.7973,R,,,,87,13,92,13,,,780,,SIL,4,4
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Auto(L3),F,29,33,31,31.8000,42.8000,35.9588,R,,,,,,88,12,,,654,,,4,4
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Auto(L4),F,30,40,34,33.6000,51.6000,39.8566,R,,,,,,88,12,,,595,,CLKUP,4,4
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Manual(M5),F,32,41,35,35.6184,52.2789,41.5815,R,,,,,,88,12,,,579,,,4,4
COMPACT CARS,CHRYSLER,SEBRING,2.4,4,Auto(L4),F,20,27,23,22.7000,35.1000,26.9909,R,,,,86,16,,,,,881,SOHC,CMODE CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING,2.4,4,Manual(M5),F,22,30,25,24.9000,38.2000,29.5260,R,,,,86,16,,,,,810,SOHC,,4,4
COMPACT CARS,CHRYSLER,SEBRING,3.0,6,Auto(L4),F,19,27,22,21.3000,34.4000,25.7050,R,,,,86,16,,,,,921,SOHC,CMODE CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING,3.0,6,Manual(M5),F,20,28,23,22.6465,35.9000,27.1583,R,,,,86,16,,,,,881,SOHC,,4,4
COMPACT CARS,CHRYSLER,SEBRING,3.0,6,Auto(S4),F,19,27,22,21.1995,34.2493,25.5866,R,,,,86,16,,,,,921,SOHC,2MODE CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(L4),F,20,28,23,21.9000,35.4000,26.4368,R,,,,90,11,,,,,881,,CLKUP,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(S4),F,20,29,23,22.3000,36.6000,27.0572,R,,,,90,11,,,,,881,,VMODE CLKUP,4,4
COMPACT CARS,DAEWOO,LANOS,1.5,4,Auto(A4),F,24,37,28,26.5000,46.8000,32.9271,R,,,,91,11,91,11,91,12,723,SOHC-IL4,EMS,2,4
COMPACT CARS,DAEWOO,LANOS,1.5,4,Manual(M5),F,26,36,30,29.1000,45.8000,34.8121,R,,,,91,11,91,11,91,12,674,SOHC-IL4,,2,4
COMPACT CARS,DAEWOO,LANOS,1.6,4,Auto(A4),F,22,32,26,24.9379,41.6595,30.4352,R,,,,91,11,91,11,91,12,780,SOHC-IL4,EMS,2,4
COMPACT CARS,DAEWOO,LANOS,1.6,4,Manual(M5),F,25,35,28,27.4476,44.5352,33.1757,R,,,,91,11,91,11,91,12,723,SOHC-IL4,,2,4
COMPACT CARS,DAEWOO,NUBIRA,2.0,4,Auto(A4),F,22,31,25,24.1983,39.6499,29.3443,R,,,,,,91,12,91,11,810,SOHC-IL4,EMS,2,4
COMPACT CARS,DAEWOO,NUBIRA,2.0,4,Manual(M5),F,22,31,25,24.5475,39.9798,29.7078,R,,,,,,91,12,91,11,810,SOHC-IL4,,2,4
COMPACT CARS,DODGE,NEON (DODGE),2.0,4,Auto(L3),F,24,31,27,26.5476,39.2629,31.0765,R,,,,,,90,13,,,749,,,4,4
COMPACT CARS,DODGE,NEON (DODGE),2.0,4,Manual(M5),F,27,33,30,30.2851,42.6791,34.8376,R,,,,,,90,13,,,674,,,4,4
COMPACT CARS,DODGE,STRATUS,2.4,4,Auto(L4),F,20,27,23,22.7000,35.1000,26.9909,R,,,,86,16,,,,,881,SOHC,CMODE CLKUP,4,4
COMPACT CARS,DODGE,STRATUS,2.4,4,Manual(M5),F,22,30,25,24.9000,38.2000,29.5260,R,,,,86,16,,,,,810,SOHC,,4,4
COMPACT CARS,DODGE,STRATUS,3.0,6,Auto(L4),F,19,27,22,21.3000,34.4000,25.7050,R,,,,86,16,,,,,921,SOHC,CMODE CLKUP,4,4
COMPACT CARS,DODGE,STRATUS,3.0,6,Manual(M5),F,20,28,23,22.6465,35.9000,27.1583,R,,,,86,16,,,,,881,SOHC,,4,4
COMPACT CARS,DODGE,STRATUS,3.0,6,Auto(S4),F,19,27,22,21.1995,34.2493,25.5866,R,,,,86,16,,,,,921,SOHC,2MODE CLKUP,4,4
COMPACT CARS,FORD,ESCORT,2.0,4,Auto(L4),F,26,35,29,28.9000,44.4000,34.2862,R,,,,,,87,13,,,699,2.0L CVH,CLKUP,2,4
COMPACT CARS,FORD,FOCUS,2.0,4,Auto(L4),F,25,33,28,28.1239,41.9327,33.0165,R,,,,,,,,,,723,2.0L CVH,CLKUP,2,4
COMPACT CARS,FORD,FOCUS,2.0,4,Auto(L4),F,25,31,27,27.5188,40.1095,32.0455,R,,,,,,,,,,749,2.0Z,CLKUP,4,4
COMPACT CARS,FORD,FOCUS,2.0,4,Manual(M5),F,28,36,31,31.5000,45.8495,36.6636,R,,,,,,,,,,654,2.0L CVH,,2,4
COMPACT CARS,FORD,FOCUS,2.0,4,Manual(M5),F,25,33,28,27.4000,42.2000,32.5346,R,,,,,,,,,,723,2.0Z,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(L4),F,31,38,33,33.9000,48.5000,39.2118,R,,,,86,13,91,13,,,614,SOHC-VTEC,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(L4),F,30,38,33,33.1236,48.2704,38.5699,R,,,,86,13,91,13,,,614,,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Manual(M5),F,32,39,35,35.6709,49.8000,40.8917,R,,,,86,13,91,13,,,579,,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Manual(M5),F,32,37,34,35.1000,46.9000,39.5814,R,,,,86,13,91,13,,,595,SOHC-VTEC,,4,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.5,4,Auto(L4),F,25,35,29,27.8000,44.8000,33.5246,R,,,,,,89,12,,,699,,2MODE CLKUP,3,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.5,4,Manual(M5),F,28,36,31,31.4000,45.9000,36.6034,R,,,,,,89,12,,,654,,,3,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.6,4,Auto(L4),F,25,35,29,27.7000,45.2000,33.5443,R,,,,,,89,12,,,699,,2MODE CLKUP,4,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.6,4,Manual(M5),F,27,37,31,29.9000,47.6000,35.9087,R,,,,,,89,12,,,654,,,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2.0,4,Auto(L4),F,24,33,28,27.1000,42.4000,32.3537,R,,,,,,95,13,,,723,,CLKUP,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2.0,4,Manual(M5),F,25,33,28,27.2459,42.5643,32.5110,R,,,,,,95,13,,,723,,,4,4
COMPACT CARS,INFINITI,G20,2.0,4,Auto(L4),F,23,30,26,25.5499,39.0000,30.2435,R,,,,,,91,14,,,780,,CLKUP,4,4
COMPACT CARS,INFINITI,G20,2.0,4,Manual(M5),F,24,31,27,26.2000,40.1000,31.0421,R,,,,,,91,14,,,749,,,4,4
COMPACT CARS,JAGUAR,JAGUAR XJ8,4.0,8,Auto(L5),R,17,24,20,19.1354,31.0075,23.1186,P,,,,,,93,13,,,1162,,2MODE,4,4
COMPACT CARS,JAGUAR,JAGUAR XJR,4.0,8,Auto(L5),R,16,22,18,17.6607,27.6172,21.0807,P,G,,S,93,13,,,,,1293,GUZZLER,2MODE,4,4
COMPACT CARS,KIA,KIA RIO,1.5,4,Auto(L4),F,25,30,27,27.7000,37.9000,31.5170,R,,,,,,88,13,,,749,,2MODE CLKUP,4,4
COMPACT CARS,KIA,KIA RIO,1.5,4,Manual(M5),F,22,30,25,24.8000,38.6000,29.5548,R,,,,,,88,13,,,810,,,4,4
COMPACT CARS,KIA,KIA SEPHIA/KIA SPECTRA,1.8,4,Auto(L4),F,21,30,25,23.8000,38.7000,28.7876,R,,,,,,93,10,93,14,810,,2MODE CLKUP,4,4
COMPACT CARS,KIA,KIA SEPHIA/KIA SPECTRA,1.8,4,Manual(M5),F,24,29,26,26.8000,37.7000,30.8084,R,,,,,,93,10,93,14,780,,,4,4
COMPACT CARS,LEXUS,ES 300,3.0,6,Auto(L4),F,19,26,22,21.1709,33.7000,25.4245,R,,,,,,92,13,,,921,,CLKUP,4,4
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.0,4,Manual(M5),F,23,34,27,26.0000,43.4000,31.7234,R,,,,87,14,,,,,749,2.0Z,,4,4
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.5,6,Auto(L4),F,20,29,23,22.1000,37.0483,27.0028,R,,,,87,14,,,,,881,2.5M,CLKUP,4,4
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.5,6,Manual(M5),F,20,29,23,22.3342,37.0539,27.1958,R,,,,87,14,,,,,881,2.5M,,4,4
COMPACT CARS,MAZDA,MILLENIA,2.3,6,Auto(L4),F,20,28,22,21.7000,35.3000,26.2512,P,,,S,,,92,13,,,1058,,CLKUP,4,4
COMPACT CARS,MAZDA,MILLENIA,2.5,6,Auto(L4),F,20,27,22,21.6995,34.0000,25.9192,P,,,,,,92,13,,,1058,,CLKUP,4,4
COMPACT CARS,MAZDA,PROTEGE,1.6,4,Auto(L4),F,26,33,29,29.3000,42.1000,33.9441,R,,,,,,93,13,,,699,,CLKUP,4,4
COMPACT CARS,MAZDA,PROTEGE,1.6,4,Manual(M5),F,29,34,32,32.7000,44.2000,37.0363,R,,,,,,93,13,,,632,,,4,4
COMPACT CARS,MAZDA,PROTEGE,2.0,4,Auto(L4),F,25,30,27,27.4000,38.5000,31.4849,R,,,,,,93,13,,,749,,CLKUP,4,4
COMPACT CARS,MAZDA,PROTEGE,2.0,4,Manual(M5),F,25,31,27,27.8000,39.3000,32.0158,R,,,,,,93,13,,,749,,,4,4
COMPACT CARS,MERCEDES-BENZ,C240,2.6,6,Auto(L5),R,20,26,22,22.0174,33.6596,26.0760,P,,,,,,89,12,,,1058,,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,C240,2.6,6,Manual(M6),R,18,27,21,20.1842,34.2323,24.7558,P,,,,,,89,12,,,1107,,EMS,3,4
COMPACT CARS,MERCEDES-BENZ,C320,3.2,6,Auto(L5),R,19,26,22,21.2900,32.6948,25.2542,P,,,,,,89,12,,,1058,,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,CL500,5.0,8,Auto(L5),R,16,23,19,17.9186,29.4156,21.7427,P,G,,,88,12,,,,,1223,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,CL600,5.8,12,Auto(L5),R,15,23,18,17.1187,29.7450,21.1608,P,G,,,88,12,,,,,1293,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MITSUBISHI,MIRAGE,1.5,4,Auto(L4),F,28,35,31,31.0745,44.7352,36.0249,R,,,,86,11,91,11,,,654,SOHC,CMODE CLKUP,3,4
COMPACT CARS,MITSUBISHI,MIRAGE,1.5,4,Manual(M5),F,32,39,35,35.2563,49.7883,40.5871,R,,,,86,11,91,11,,,579,SOHC,,3,4
COMPACT CARS,MITSUBISHI,MIRAGE,1.8,4,Auto(L4),F,26,32,28,28.4000,41.6000,33.1307,R,,,,86,11,91,11,,,723,SOHC,CMODE CLKUP,4,4
COMPACT CARS,MITSUBISHI,MIRAGE,1.8,4,Manual(M5),F,28,36,31,31.2394,46.2002,36.5681,R,,,,86,11,91,11,,,654,SOHC,,4,4
COMPACT CARS,NISSAN,ALTIMA,2.4,4,Auto(L4),F,21,28,24,23.3000,35.8000,27.6434,R,,,,,,94,14,,,844,,CLKUP,4,4
COMPACT CARS,NISSAN,ALTIMA,2.4,4,Manual(M5),F,23,31,26,25.6000,39.2000,30.3362,R,,,,,,94,14,,,780,,,4,4
COMPACT CARS,NISSAN,SENTRA,1.8,4,Auto(L4),F,26,33,29,29.2000,42.8000,34.0720,R,,,,,,88,12,,,699,,CLKUP,4,4
COMPACT CARS,NISSAN,SENTRA,1.8,4,Manual(M5),F,27,35,30,29.7000,44.5000,34.9273,R,,,,,,88,12,,,674,,,4,4
COMPACT CARS,NISSAN,SENTRA,2.0,4,Auto(L4),F,24,30,26,26.5499,38.2000,30.7732,R,,,,,,88,12,,,780,,CLKUP,4,4
COMPACT CARS,NISSAN,SENTRA,2.0,4,Manual(M5),F,24,31,26,26.3000,39.3000,30.8996,R,,,,,,88,12,,,780,,,4,4
COMPACT CARS,OLDSMOBILE,ALERO,2.4,4,Auto(L4),F,21,29,24,23.4000,37.5000,28.1656,R,,,,93,14,91,14,,,844,,CLKUP,4,4
COMPACT CARS,OLDSMOBILE,ALERO,2.4,4,Manual(M5),F,22,32,26,24.5000,40.5000,29.7973,R,,,,93,14,91,14,,,780,,SIL,4,4
COMPACT CARS,OLDSMOBILE,ALERO,3.4,6,Auto(L4),F,21,32,25,23.7000,41.0000,29.2549,R,,,,93,14,91,14,,,810,,CLKUP,2,4
COMPACT CARS,PLYMOUTH,NEON (PLYMOUTH),2.0,4,Auto(L3),F,24,31,27,26.5476,39.2629,31.0765,R,,,,,,90,13,,,749,,,4,4
COMPACT CARS,PLYMOUTH,NEON (PLYMOUTH),2.0,4,Manual(M5),F,27,33,30,30.3000,42.8000,34.8847,R,,,,,,90,13,,,674,,,4,4
COMPACT CARS,PONTIAC,GRAND AM,2.4,4,Auto(L4),F,21,29,24,23.4000,37.5000,28.1656,R,,,,92,14,90,13,,,844,,CLKUP,4,4
COMPACT CARS,PONTIAC,GRAND AM,2.4,4,Manual(M5),F,22,32,26,24.5000,40.5000,29.7973,R,,,,92,14,90,13,,,780,,SIL,4,4
COMPACT CARS,PONTIAC,GRAND AM,3.4,6,Auto(L4),F,21,32,25,23.7000,41.0000,29.2549,R,,,,92,14,90,13,,,810,,CLKUP,2,4
COMPACT CARS,SATURN,SL,1.9,4,Auto(L4),F,27,37,31,30.2000,47.3000,36.0677,R,,,,,,91,12,,,654,SOHC,CLKUP,8,4
COMPACT CARS,SATURN,SL,1.9,4,Auto(L4),F,25,35,29,27.9786,45.2908,33.7910,R,,,,,,91,12,,,699,DOHC,CLKUP,8,4
COMPACT CARS,SATURN,SL,1.9,4,Manual(M5),F,29,40,33,32.1000,51.5000,38.6521,R,,,,,,91,12,,,614,SOHC,SIL,8,4
COMPACT CARS,SATURN,SL,1.9,4,Manual(M5),F,27,38,31,29.9000,48.4000,36.1113,R,,,,,,91,12,,,654,DOHC,SIL,8,4
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Auto(L4),4,22,27,24,24.1469,34.3368,27.8686,R,,,,,,91,12,,,844,,CLKUP,4,4
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,21,28,24,23.8239,35.2678,27.8975,R,,,,,,91,12,,,844,,,4,4
COMPACT CARS,TOYOTA,CAMRY CNG,2.2,4,Auto(L4),F,22,30,25,25.0000,38.9000,29.7902,C,,,,,,97,9,,,510,,CLKUP,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.2,4,Auto(L4),F,23,32,26,25.8000,40.7000,30.8887,R,,,,92,14,,,,,780,,CLKUP,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.2,4,Manual(M5),F,24,33,27,26.3000,42.7000,31.7953,R,,,,92,14,,,,,749,,,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,3.0,6,Auto(L4),F,20,27,22,21.7000,34.2000,25.9717,R,,,,92,14,,,,,921,,CLKUP,4,4
COMPACT CARS,TOYOTA,CAMRY SOLARA,3.0,6,Manual(M5),F,20,27,22,21.7000,34.9000,26.1509,R,,,,92,14,,,,,921,,,4,4
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Auto(L3),F,29,33,31,31.8000,42.8000,35.9588,R,,,,,,88,12,,,654,,,4,4
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Auto(L4),F,30,39,34,33.5000,50.4000,39.4532,R,,,,,,88,12,,,595,,CLKUP,4,4
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Manual(M5),F,32,41,36,35.9067,51.9897,41.7135,R,,,,,,88,12,,,563,,,4,4
COMPACT CARS,TOYOTA,ECHO,1.5,4,Auto(L4),F,32,38,35,35.6000,49.1000,40.6266,R,,,,88,14,87,14,,,579,,CLKUP,4,4
COMPACT CARS,TOYOTA,ECHO,1.5,4,Manual(M5),F,34,41,37,38.0893,52.3261,43.4034,R,,,,88,14,87,14,,,547,,,4,4
COMPACT CARS,TOYOTA,PRIUS,1.5,4,Auto(AV),F,52,45,48,57.3000,57.9000,57.5685,R,,,,,,89,12,,,421,,,4,4
COMPACT CARS,VOLKSWAGEN,GOLF,1.8,4,Auto(L4),F,23,29,25,25.2245,36.6153,29.3306,P,,T,,,,,,88,18,930,,CLKUP,5,4
COMPACT CARS,VOLKSWAGEN,GOLF,1.8,4,Manual(M5),F,25,31,27,27.3699,39.2601,31.6886,P,,T,,,,,,88,18,860,,,5,4
COMPACT CARS,VOLKSWAGEN,GOLF,1.9,4,Auto(L4),F,34,44,38,37.9945,56.5504,44.5766,D,,T,,,,,,88,18,513,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,1.9,4,Manual(M5),F,42,49,45,46.4592,62.9103,52.6555,D,,T,,,,,,88,18,433,,,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,2.0,4,Auto(L4),F,22,28,24,24.6376,35.8689,28.6786,R,,,,,,,,88,18,844,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,GOLF,2.0,4,Manual(M5),F,24,31,27,26.6159,39.3411,31.1500,R,,,,,,,,88,18,749,,,2,4
COMPACT CARS,VOLKSWAGEN,GTI,1.8,4,Auto(L4),F,23,29,25,25.2245,36.6153,29.3306,P,,T,,,,,,86,18,930,,CLKUP,5,4
COMPACT CARS,VOLKSWAGEN,GTI,1.8,4,Manual(M5),F,25,31,27,27.3699,39.2601,31.6886,P,,T,,,,,,86,18,860,,,5,4
COMPACT CARS,VOLKSWAGEN,GTI,2.8,6,Manual(M5),F,20,28,23,22.3000,36.5000,27.0325,R,,,,,,,,86,18,881,,,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.8,4,Auto(L4),F,23,29,25,25.2245,36.6153,29.3306,P,,T,,,,87,13,,,930,,CLKUP,5,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.8,4,Manual(M5),F,25,31,27,27.3699,39.2601,31.6886,P,,T,,,,87,13,,,860,,,5,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.9,4,Auto(L4),F,34,45,38,38.1000,57.2000,44.8374,D,,T,,,,87,13,,,513,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,1.9,4,Manual(M5),F,42,49,45,46.4592,62.9103,52.6555,D,,T,,,,87,13,,,433,,,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.0,4,Auto(L4),F,22,28,24,24.6376,35.8689,28.6786,R,,,,,,87,13,,,844,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.0,4,Manual(M5),F,24,31,27,26.6159,39.3411,31.1500,R,,,,,,87,13,,,749,,,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Auto(L4),F,19,26,21,21.0000,33.0000,25.1087,R,,,,,,87,13,,,964,,CLKUP,2,4
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Manual(M5),F,19,28,23,21.6000,36.0000,26.3415,R,,,,,,87,13,,,881,,,2,4
COMPACT CARS,VOLKSWAGEN,PASSAT 4MOTION,2.8,6,Auto(S5),4,17,24,20,19.0576,30.3493,22.8900,P,,,,,,95,11,,,1162,,CLKUP,5,4
COMPACT CARS,VOLVO,C70 COUPE,2.3,5,Auto(L5),F,20,27,22,22.1000,34.0000,26.2315,P,,T,,91,13,,,,,1058,,CLKUP,4,4
COMPACT CARS,VOLVO,C70 COUPE,2.3,5,Manual(M5),F,21,28,23,23.0000,36.0000,27.4627,P,,T,,91,13,,,,,1011,,,4,4
COMPACT CARS,VOLVO,C70 COUPE,2.4,5,Auto(L5),F,21,28,23,22.8949,35.7930,27.3260,P,,T,,91,13,,,,,1011,,CLKUP,4,4
COMPACT CARS,VOLVO,S40,1.9,4,Auto(L5),F,22,32,26,24.8000,40.5000,30.0404,P,,T,,,,88,13,,,895,,CLKUP,4,4
COMPACT CARS,VOLVO,S60,2.3,5,Manual(M5),F,21,28,23,23.0000,36.0000,27.4627,P,,T,,,,94,14,,,1011,,,4,4
COMPACT CARS,VOLVO,S60,2.3,5,Auto(S5),F,20,27,22,22.1000,34.0000,26.2315,P,,T,,,,94,14,,,1058,,2MODE CLKUP,4,4
COMPACT CARS,VOLVO,S60,2.4,5,Auto(L5),F,21,28,23,22.8949,35.7930,27.3260,P,,T,,,,94,14,,,1011,,CLKUP,4,4
COMPACT CARS,VOLVO,S60,2.4,5,Auto(L5),F,21,28,24,23.3480,36.0182,27.7390,P,,,,,,94,14,,,970,,CLKUP,4,4
COMPACT CARS,VOLVO,S60,2.4,5,Manual(M5),F,21,28,24,23.7000,35.4000,27.8407,P,,,,,,94,14,,,970,,,4,4
COMPACT CARS,VOLVO,S60,2.4,5,Auto(S5),F,21,28,23,22.9000,35.8000,27.3319,P,,T,,,,94,14,,,1011,,2MODE CLKUP,4,4
MIDSIZE CARS,ACURA,3.2TL,3.2,6,Auto(S5),F,19,29,23,21.2954,37.3689,26.4066,P,,,,,,96,14,,,1011,SOHC-VTEC,2MODE,4,5
MIDSIZE CARS,ACURA,3.5RL,3.5,6,Auto(L4),F,18,24,20,19.5000,30.2000,23.1987,P,,,,,,96,15,,,1162,,,4,5
MIDSIZE CARS,AUDI,A6,2.8,6,Auto(S5),F,17,25,20,19.3820,32.3000,23.6358,P,,,,,,98,15,,,1162,,CLKUP,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,2.7,6,Manual(M6),4,17,24,20,19.1581,30.3600,22.9723,P,,T,,,,98,15,,,1162,,,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,2.7,6,Auto(S5),4,17,24,20,19.2591,30.9445,23.2019,P,,T,,,,98,15,,,1162,,CLKUP,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,2.8,6,Auto(S5),4,17,24,20,18.9725,30.3847,22.8313,P,,,,,,98,15,,,1162,,CLKUP,5,5
MIDSIZE CARS,AUDI,A6 QUATTRO,4.2,8,Auto(S5),4,17,25,20,18.9995,31.7499,23.1903,P,,,,,,98,15,,,1162,,CLKUP,5,5
MIDSIZE CARS,AUDI,A8 QUATTRO,4.2,8,Auto(S5),4,17,25,20,18.9995,31.7499,23.1903,P,,,,,,100,18,,,1162,,CLKUP,5,5
MIDSIZE CARS,BENTLEY,BENTLEY ARNAGE,6.8,8,Auto(L4),R,11,16,13,12.3908,20.0453,14.9618,P,G,,,,,106,12,,,1788,GUZZLER,EMS 2MODE CLKUP,2,5
MIDSIZE CARS,BMW,740I,4.4,8,Auto(L5),R,17,23,19,18.9000,30.0000,22.6755,P,,,,,,100,13,,,1223,,,4,5
