Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
MIDSIZE CARS,BMW,740I,4.4,8,Auto(S5),R,15,21,17,16.8000,26.8000,20.1901,P,G,,,,,100,13,,,1367,GUZZLER,3MODE,4,5
MIDSIZE CARS,BUICK,CENTURY,3.1,6,Auto(L4),F,20,29,23,22.7446,36.6079,27.4168,R,,,,,,102,17,,,881,,CLKUP,2,5
MIDSIZE CARS,BUICK,REGAL,3.8,6,Auto(L4),F,20,30,23,21.7000,38.5000,27.0023,R,,,,,,102,17,,,881,,CLKUP,2,5
MIDSIZE CARS,BUICK,REGAL,3.8,6,Auto(L4),F,18,28,22,20.3059,36.2424,25.3151,P,,,S,,,102,17,,,1058,,CLKUP,2,5
MIDSIZE CARS,CADILLAC,CATERA,3.0,6,Auto(L4),R,17,24,20,19.4396,30.6840,23.2783,R,,,,,,99,14,,,1012,,CLKUP,2,5
MIDSIZE CARS,CADILLAC,ELDORADO,4.6,8,Auto(L4),F,17,27,20,18.7000,35.1000,23.6786,P,,,,100,15,,,,,1162,,CLKUP,4,5
MIDSIZE CARS,CADILLAC,SEVILLE,4.6,8,Auto(L4),F,17,27,20,18.7000,35.1000,23.6786,P,,,,,,104,15,,,1162,,CLKUP,4,5
MIDSIZE CARS,CHEVROLET,LUMINA,3.1,6,Auto(L4),F,20,29,23,22.7446,36.6079,27.4168,R,,,,,,101,16,,,881,,CLKUP,2,5
MIDSIZE CARS,CHEVROLET,MALIBU,3.1,6,Auto(L4),F,20,29,23,22.7446,36.6079,27.4168,R,,,,,,99,16,,,881,,CLKUP,2,5
MIDSIZE CARS,CHEVROLET,MONTE CARLO,3.4,6,Auto(L4),F,21,32,25,23.7000,41.0000,29.2549,R,,,,98,16,,,,,810,,CLKUP,2,5
MIDSIZE CARS,CHEVROLET,MONTE CARLO,3.8,6,Auto(L4),F,20,30,23,21.7000,38.5000,27.0023,R,,,,98,16,,,,,881,,CLKUP,2,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.4,4,Auto(L4),F,20,30,24,22.6024,39.0309,27.8839,R,,,,,,94,16,,,844,,CLKUP,4,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.7,6,Auto(L4),F,20,28,23,21.9000,35.4000,26.4368,R,,,,,,94,16,,,881,,CLKUP,4,5
MIDSIZE CARS,CHRYSLER,SEBRING 4-DR,2.7,6,Auto(S4),F,20,29,23,22.3000,36.6000,27.0572,R,,,,,,94,16,,,881,,VMODE CLKUP,4,5
MIDSIZE CARS,DAEWOO,LEGANZA,2.2,4,Auto(A4),F,20,28,23,21.6926,35.4989,26.2945,R,,,,,,100,14,,,881,SOHC-IL4,EMS,2,5
MIDSIZE CARS,DAEWOO,LEGANZA,2.2,4,Manual(M5),F,20,28,23,22.2928,36.2603,26.9673,R,,,,,,100,14,,,881,SOHC-IL4,,2,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.4,4,Auto(L4),F,20,30,24,22.6024,39.0309,27.8839,R,,,,,,94,16,,,844,,CLKUP,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Auto(L4),F,20,28,23,21.9000,35.4000,26.4368,R,,,,,,94,16,,,881,,CLKUP,4,5
MIDSIZE CARS,DODGE,STRATUS 4-DR,2.7,6,Auto(S4),F,20,29,23,22.3000,36.6000,27.0572,R,,,,,,94,16,,,881,,VMODE CLKUP,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,23,30,26,25.4517,38.4316,30.0132,R,,,,93,14,102,14,,,780,VTEC,,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,23,30,25,25.1000,38.5000,29.7613,R,,,,93,14,102,14,,,810,,,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,26,32,28,28.4000,40.4000,32.7817,R,,,,93,14,102,14,,,723,VTEC,,4,5
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,25,32,27,27.3000,40.4000,31.9641,R,,,,93,14,102,14,,,749,,,4,5
MIDSIZE CARS,HONDA,ACCORD,3.0,6,Auto(L4),F,20,28,23,22.3770,35.9414,26.9548,R,,,,93,14,102,14,,,881,VTEC,,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Auto(L4),F,21,28,23,22.9000,36.1000,27.4101,R,,,,,,100,13,,,881,,2MODE CLKUP,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Manual(M5),F,22,30,25,23.9000,37.9000,28.6649,R,,,,,,100,13,,,810,,,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.5,6,Auto(L4),F,20,27,23,22.0000,35.2000,26.4662,R,,,,,,100,13,,,881,,2MODE CLKUP,4,5
MIDSIZE CARS,HYUNDAI,SONATA,2.5,6,Manual(M5),F,20,28,23,22.7000,36.5000,27.3539,R,,,,,,100,13,,,881,,,4,5
MIDSIZE CARS,HYUNDAI,XG 300,3.0,6,Auto(L5),F,19,27,22,20.7995,34.8000,25.3975,R,,,,,,103,15,,,921,,CLKUP,4,5
MIDSIZE CARS,INFINITI,I30,3.0,6,Auto(L4),F,19,26,22,21.4000,33.8000,25.6315,R,,,,,,102,15,,,921,,CLKUP,4,5
MIDSIZE CARS,INFINITI,Q45,4.1,8,Auto(L4),R,18,23,20,19.4848,29.7038,23.0538,P,,,,,,97,13,,,1162,,2MODE CLKUP,4,5
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 3.0 LITRE,3.0,6,Auto(L5),R,18,25,20,19.6097,32.6404,23.9041,P,,,,,,99,12,,,1162,,2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR S-TYPE 4.0 LITRE,4.0,8,Auto(L5),R,17,24,20,19.1879,31.0605,23.1740,P,,,,,,99,12,,,1162,,EMS 2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR VANDEN PLAS,4.0,8,Auto(L5),R,17,24,20,19.1354,31.0075,23.1186,P,,,,,,102,13,,,1162,,2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR VANDEN PLAS S/C,4.0,8,Auto(L5),R,16,22,18,17.6607,27.6172,21.0807,P,G,,S,,,102,13,,,1293,GUZZLER,2MODE,4,5
MIDSIZE CARS,JAGUAR,JAGUAR XJ8L,4.0,8,Auto(L5),R,17,24,20,19.1354,31.0075,23.1186,P,,,,,,102,13,,,1162,,2MODE,4,5
MIDSIZE CARS,LEXUS,GS 300/GS 430,3.0,6,Auto(S5),R,18,24,20,19.5965,30.8913,23.4558,P,,,,,,100,15,,,1162,,CLKUP,4,5
MIDSIZE CARS,LEXUS,GS 300/GS 430,4.3,8,Auto(L5),R,18,23,20,20.1499,29.4492,23.4874,P,,,,,,100,15,,,1162,,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.0,6,Auto(L5),R,18,25,21,20.0000,32.6000,24.2109,P,,,,,,104,13,,,1107,3.0M,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.0,6,Manual(M5),R,18,25,21,20.1000,32.4000,24.2412,P,,,,,,104,13,,,1107,3.0M,,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.0,6,Auto(S5),R,17,24,20,18.6912,31.3499,22.8416,P,,,,,,104,13,,,1162,3.0M,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.9,8,Auto(L5),R,17,24,19,18.6000,30.4000,22.5365,P,,,,,,104,13,,,1223,3.9L4V-N,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,LS,3.9,8,Auto(S5),R,17,24,19,18.3466,30.3987,22.3306,P,,,,,,104,13,,,1223,3.9L4V-N,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3.0,6,Auto(L4),F,20,27,22,21.8000,34.8000,26.2052,R,,,,,,102,16,,,921,3.0M,CLKUP,4,5
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3.0,6,Auto(L4),F,18,27,21,20.1000,34.4000,24.7252,R,,,,,,102,16,,,964,3.0,CLKUP,2,5
MIDSIZE CARS,MAZDA,626,2.0,4,Auto(L4),F,22,28,24,24.1000,35.4000,28.1425,R,,,,,,97,14,,,844,,CLKUP,4,5
MIDSIZE CARS,MAZDA,626,2.0,4,Manual(M5),F,26,32,29,29.0000,41.2000,33.4584,R,,,,,,97,14,,,699,,,4,5
MIDSIZE CARS,MAZDA,626,2.5,6,Auto(L4),F,20,26,22,22.2000,33.5000,26.1728,P,,,,,,97,14,,,1058,,CLKUP,4,5
MIDSIZE CARS,MAZDA,626,2.5,6,Manual(M5),F,21,27,23,23.3000,34.4000,27.2579,P,,,,,,97,14,,,1011,,,4,5
MIDSIZE CARS,MERCEDES-BENZ,E320,3.2,6,Auto(L5),R,20,28,23,22.6000,36.2700,27.2159,P,,,,,,95,15,,,1011,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E320 4MATIC,3.2,6,Auto(L5),R,20,27,22,21.9699,34.1000,26.1570,P,,,,,,95,15,,,1058,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E430,4.3,8,Auto(L5),R,18,25,20,19.9771,31.6526,23.9530,P,,,,,,95,15,,,1162,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E430 4MATIC,04.3,8,Auto(L5),R,17,23,20,19.3000,29.6000,22.8832,P,,,,,,95,15,,,1162,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MERCEDES-BENZ,E55 AMG,5.4,8,Auto(L5),R,17,24,20,19.2000,30.5000,23.0415,P,,,,,,95,15,,,1162,,EMS 2MODE CLKUP,3,5
MIDSIZE CARS,MITSUBISHI,DIAMANTE SEDAN,3.5,6,Auto(L4),F,18,25,20,19.6000,31.8000,23.6899,P,,,,,,101,14,,,1162,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,MITSUBISHI,GALANT,2.4,4,Auto(L4),F,21,28,24,23.4288,36.1575,27.8389,R,,,,,,96,14,,,844,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,MITSUBISHI,GALANT,3.0,6,Auto(L4),F,20,27,22,21.9000,34.7000,26.2588,P,,,,,,96,14,,,1058,SOHC,CMODE CLKUP,4,5
MIDSIZE CARS,NISSAN,MAXIMA,3.0,6,Auto(L4),F,19,26,22,21.4000,33.8000,25.6315,R,,,,,,102,15,,,921,,CLKUP,4,5
MIDSIZE CARS,NISSAN,MAXIMA,3.0,6,Manual(M5),F,22,27,24,24.3000,35.0000,28.1762,R,,,,,,102,15,,,844,,,4,5
MIDSIZE CARS,OLDSMOBILE,AURORA,3.5,6,Auto(L4),F,19,28,22,21.3000,35.5000,25.9756,R,,,,,,104,15,,,921,,CLKUP,4,5
MIDSIZE CARS,OLDSMOBILE,AURORA,4.0,8,Auto(L4),F,17,25,20,19.1000,31.7000,23.2605,P,,,,,,104,15,,,1162,,CLKUP,4,5
MIDSIZE CARS,OLDSMOBILE,INTRIGUE,3.5,6,Auto(L4),F,19,28,22,20.9000,35.6000,25.6698,R,,,,,,102,17,,,921,,CLKUP,4,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.1,6,Auto(L4),F,20,29,23,22.7446,36.6079,27.4168,R,,,,98,16,99,16,,,881,,CLKUP,2,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,20,30,23,21.7000,38.5000,27.0023,R,,,,98,16,99,16,,,881,,CLKUP,2,5
MIDSIZE CARS,PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,18,28,22,20.4910,36.1498,25.4523,P,,,S,98,16,99,16,,,1058,,CLKUP,2,5
MIDSIZE CARS,R-R MTR CARS LTD.,ROLLS ROYCE SILVER SERAPH,5.4,12,Auto(L5),R,12,16,14,13.6000,20.8000,16.1093,P,G,,,,,106,12,,,1660,GUZZLER,EMS CLKUP,2,5
MIDSIZE CARS,R-R MTR CARS LTD.,ROLLS ROYCE SILVER SERAPH,6.8,8,Auto(L4),R,11,16,13,12.4000,20.0499,14.9703,P,G,,,,,106,12,,,1788,GUZZLER,EMS CLKUP,2,5
MIDSIZE CARS,SAAB,SAAB 9-3,2.0,4,Auto(L4),F,21,28,23,23.2000,35.4000,27.4584,R,,T,,,,,,90,22,881,B205L,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-3,2.0,4,Auto(L4),F,21,28,24,23.2000,36.2000,27.6718,P,,T,,,,,,90,22,970,B205R,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-3,2.0,4,Manual(M5),F,22,30,25,24.4000,38.7000,29.2664,P,,T,,,,,,90,22,930,B205R,SIL,4,5
MIDSIZE CARS,SAAB,SAAB 9-3,2.0,4,Manual(M5),F,21,29,24,23.8000,36.6000,28.2451,R,,T,,,,,,90,22,844,B205L,SIL,4,5
MIDSIZE CARS,SAAB,SAAB 9-3 VIGGEN,2.3,4,Manual(M5),F,20,31,24,22.7000,39.4000,28.0502,P,,T,,,,,,90,22,970,B235R,,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Auto(L4),F,20,29,23,22.4000,37.6000,27.3810,R,,T,,,,99,16,,,881,B235E,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Auto(L4),F,19,26,21,20.6000,33.0000,24.7921,P,,T,,,,99,16,,,1107,B235R,2MODE CLKUP,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Manual(M5),F,21,30,25,23.5000,39.1000,28.6425,R,,T,,,,99,16,,,810,B235E,,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,2.3,4,Manual(M5),F,21,28,24,23.3000,36.3000,27.7764,P,,T,,,,99,16,,,970,B235R,,4,5
MIDSIZE CARS,SAAB,SAAB 9-5,3.0,6,Auto(L4),F,19,26,21,20.6000,33.3000,24.8679,P,,T,,,,99,16,,,1107,B308E,2MODE,4,5
MIDSIZE CARS,SATURN,L100/200,2.2,4,Auto(L4),F,24,33,27,26.5000,42.4000,31.8797,R,,,,,,97,18,,,749,,CLKUP,2,5
MIDSIZE CARS,SATURN,L100/200,2.2,4,Manual(M5),F,25,33,28,27.3000,41.8000,32.3498,R,,,,,,97,18,,,723,,SIL,2,5
MIDSIZE CARS,SATURN,L300,3.0,6,Auto(L4),F,20,26,22,22.2000,33.6000,26.2002,R,,,,,,97,18,,,921,,CLKUP,2,5
MIDSIZE CARS,TOYOTA,CAMRY,2.2,4,Auto(L4),F,23,32,26,25.8000,40.7000,30.8887,R,,,,,,97,14,,,780,,CLKUP,4,5
MIDSIZE CARS,TOYOTA,CAMRY,2.2,4,Manual(M5),F,24,33,27,26.3000,42.7000,31.7953,R,,,,,,97,14,,,749,,,4,5
MIDSIZE CARS,TOYOTA,CAMRY,3.0,6,Auto(L4),F,20,27,22,21.7000,34.2000,25.9717,R,,,,,,97,14,,,921,,CLKUP,4,5
MIDSIZE CARS,TOYOTA,CAMRY,3.0,6,Manual(M5),F,20,27,22,21.7000,34.9000,26.1509,R,,,,,,97,14,,,921,,,4,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Manual(M5),F,22,31,25,24.8000,39.4000,29.7630,P,,T,,,,95,15,,,930,,,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,1.8,4,Auto(S5),F,20,28,23,22.0308,36.4900,26.8117,P,,T,,,,95,15,,,1011,,CLKUP,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Manual(M5),F,20,29,23,22.0000,36.8000,26.8613,P,,,,,,95,15,,,1011,,,5,5
MIDSIZE CARS,VOLKSWAGEN,PASSAT,2.8,6,Auto(S5),F,18,26,21,19.9440,33.4994,24.3841,P,,,,,,95,15,,,1107,,CLKUP,5,5
MIDSIZE CARS,VOLVO,S80/S80 EXECUTIVE,2.8,6,Auto(S4),F,19,26,21,20.7000,33.2000,24.9226,P,,T,,,,99,15,,,1107,,2MODE CLKUP,4,5
MIDSIZE CARS,VOLVO,S80/S80 EXECUTIVE,2.9,6,Auto(L4),F,19,27,22,21.5992,34.3992,25.9433,P,,,,,,99,15,,,1058,,CLKUP,4,5
LARGE CARS,AUDI,A8 L,4.2,8,Auto(S5),4,17,25,20,18.9995,31.6987,23.1780,P,,,,,,104,18,,,1162,,CLKUP,5,6
LARGE CARS,BMW,740IL,4.4,8,Auto(L5),R,17,23,19,18.8991,29.9982,22.6744,P,,,,,,107,13,,,1223,,,4,6
LARGE CARS,BMW,750IL,5.4,12,Auto(L5),R,13,20,16,14.7000,25.4000,18.1385,P,G,,,,,107,13,,,1453,GUZZLER,,2,6
LARGE CARS,BUICK,LESABRE,3.8,6,Auto(L4),F,19,30,23,21.3000,38.0000,26.5508,R,,,,,,108,18,,,881,,CLKUP,2,6
LARGE CARS,BUICK,LESABRE,3.8,6,Auto(L4),F,19,30,23,21.3000,38.0000,26.5508,R,,,,,,108,18,,,881,,CLKUP,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,19,30,23,21.3000,38.0000,26.5508,R,,,,,,111,19,,,881,,CLKUP,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,19,30,23,21.3000,38.0000,26.5508,R,,,,,,111,19,,,881,,CLKUP,2,6
LARGE CARS,BUICK,PARK AVENUE,3.8,6,Auto(L4),F,18,28,22,20.3059,36.2424,25.3151,P,,,S,,,111,19,,,1058,,CLKUP,2,6
LARGE CARS,CADILLAC,DEVILLE,4.6,8,Auto(L4),F,17,27,20,18.7000,35.1000,23.6786,P,,,,,,115,19,,,1162,,CLKUP,4,6
LARGE CARS,CHEVROLET,IMPALA,3.4,6,Auto(L4),F,21,32,25,23.7000,41.0000,29.2549,R,,,,,,105,18,,,810,,CLKUP,2,6
LARGE CARS,CHEVROLET,IMPALA,3.8,6,Auto(L4),F,20,30,23,21.6980,38.4975,27.0001,R,,,,,,105,18,,,881,,CLKUP,2,6
LARGE CARS,CHRYSLER,300M,3.5,6,Auto(S4),F,18,26,21,19.9000,33.0000,24.2280,R,,,,,,105,17,,,964,,VMODE CLKUP,4,6
LARGE CARS,CHRYSLER,CONCORDE,2.7,6,Auto(L4),F,20,28,23,21.9000,35.4000,26.4368,R,,,,,,107,19,,,881,,CLKUP,4,6
LARGE CARS,CHRYSLER,CONCORDE,3.2,6,Auto(L4),F,19,27,22,20.8000,34.8000,25.3979,R,,,,,,107,19,,,921,,CLKUP,4,6
LARGE CARS,CHRYSLER,LHS,3.5,6,Auto(L4),F,18,26,21,19.9000,33.2000,24.2763,R,,,,,,107,19,,,964,,CLKUP,4,6
LARGE CARS,DODGE,INTREPID,2.7,6,Auto(L4),F,20,28,23,21.9000,35.4000,26.4368,R,,,,,,104,18,,,881,,CLKUP,4,6
LARGE CARS,DODGE,INTREPID,2.7,6,Auto(S4),F,20,29,23,22.3000,36.6000,27.0572,R,,,,,,104,18,,,881,,VMODE CLKUP,4,6
LARGE CARS,DODGE,INTREPID,3.2,6,Auto(S4),F,19,27,21,20.6000,34.2000,25.0897,R,,,,,,104,18,,,964,,VMODE CLKUP,4,6
LARGE CARS,DODGE,INTREPID,3.5,6,Auto(S4),F,18,26,21,19.9000,33.0000,24.2280,R,,,,,,104,18,,,964,,VMODE CLKUP,4,6
LARGE CARS,FORD,CROWN VICTORIA,4.6,8,Auto(L4),R,18,25,20,19.7000,32.3000,23.8945,R,,,,,,111,21,,,1012,4.6N,CLKUP,2,6
LARGE CARS,FORD,CROWN VICTORIA,4.6,8,Auto(L4),R,15,23,18,16.7000,29.3000,20.7072,C,,,,,,111,21,,,709,4.6NG,CLKUP,2,6
LARGE CARS,FORD,TAURUS,3.0,6,Auto(L4),F,20,27,22,21.8000,34.8000,26.2052,R,,,,,,105,17,,,921,3.0M,CLKUP,4,6
LARGE CARS,FORD,TAURUS,3.0,6,Auto(L4),F,18,27,21,20.1000,34.4000,24.7252,R,,,,,,105,17,,,964,3.0,CLKUP,2,6
LARGE CARS,LEXUS,LS 430,4.3,8,Auto(L5),R,18,25,21,20.3995,31.4446,24.2293,P,,,,,,107,16,,,1107,,2MODE 2LKUP,4,6
LARGE CARS,LINCOLN-MERCURY,CONTINENTAL,4.6,8,Auto(L4),F,17,25,20,19.2000,32.3000,23.4865,P,,,,,,101,19,,,1162,4.6W,CLKUP,4,6
LARGE CARS,LINCOLN-MERCURY,GRAND MARQUIS,4.6,8,Auto(L4),R,18,25,20,19.7000,32.3000,23.8945,R,,,,,,109,21,,,1012,4.6N,CLKUP,2,6
LARGE CARS,LINCOLN-MERCURY,TOWN CAR,4.6,8,Auto(L4),R,18,25,20,19.5549,32.0889,23.7251,R,,,,,,112,21,,,1012,4.6N,CLKUP,2,6
LARGE CARS,MERCEDES-BENZ,S430,4.3,8,Auto(L5),R,18,25,20,19.6468,32.3277,23.8582,P,,,,,,106,15,,,1162,,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S500,5.0,8,Auto(L5),R,16,23,19,17.9186,29.4155,21.7427,P,G,,,,,106,15,,,1223,GUZZLER,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S600,5.8,12,Auto(L5),R,15,23,18,17.1184,29.7436,21.1602,P,G,,,,,106,15,,,1293,GUZZLER,EMS 2MODE CLKUP,3,6
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,19,30,23,21.3000,38.0000,26.5508,R,,,,,,104,18,,,881,,CLKUP,2,6
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,19,30,23,21.3000,38.0000,26.5508,R,,,,,,104,18,,,881,,CLKUP,2,6
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,18,28,22,20.3059,36.2424,25.3151,P,,,S,,,104,18,,,1058,,CLKUP,2,6
LARGE CARS,R-R MTR CARS LTD.,ROLLS ROYCE PARK WARD,5.4,12,Auto(L5),R,12,16,14,13.6000,20.8000,16.1093,P,G,,,,,120,12,,,1660,GUZZLER,EMS CLKUP,2,6
LARGE CARS,TOYOTA,AVALON,3.0,6,Auto(L4),F,21,29,24,23.0324,37.4000,27.8462,R,,,,,,106,16,,,844,,CLKUP,4,6
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,1.8,4,Manual(M5),4,22,30,25,24.1045,38.2739,28.9230,P,,T,,,,89,31,,,930,,,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,1.8,4,Auto(S5),4,20,27,23,22.0037,34.9442,26.4037,P,,T,,,,89,31,,,1011,,CLKUP,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,2.8,6,Manual(M5),4,18,24,21,20.3335,31.1484,24.0987,P,,,,,,89,31,,,1107,,,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,2.8,6,Auto(S5),4,17,24,20,18.9725,30.3847,22.8313,P,,,,,,89,31,,,1162,,CLKUP,5,7
SMALL STATION WAGONS,AUDI,S4 AVANT,2.7,6,Manual(M6),4,17,24,20,19.1581,30.3600,22.9723,P,,T,,,,89,31,,,1162,,,5,7
SMALL STATION WAGONS,AUDI,S4 AVANT,2.7,6,Auto(S5),4,17,24,20,19.2591,30.9445,23.2019,P,,T,,,,89,31,,,1162,,CLKUP,5,7
SMALL STATION WAGONS,BMW,325I SPORT WAGON,2.5,6,Manual(M5),R,20,29,24,22.6367,37.6419,27.5850,P,,,,,,91,26,,,970,,,4,7
SMALL STATION WAGONS,BMW,325I SPORT WAGON,2.5,6,Auto(S5),R,19,27,22,21.2993,34.4096,25.7068,P,,,,,,91,26,,,1058,,3MODE,4,7
SMALL STATION WAGONS,BMW,325XI SPORT WAGON,2.5,6,Manual(M5),4,19,26,22,21.1000,33.7000,25.3682,P,,,,,,91,26,,,1058,,,4,7
SMALL STATION WAGONS,BMW,325XI SPORT WAGON,2.5,6,Auto(S5),4,19,26,21,20.8153,32.6951,24.8840,P,,,,,,91,26,,,1107,,3MODE,4,7
SMALL STATION WAGONS,BMW,525I SPORT WAGON,2.5,6,Manual(M5),R,19,27,22,20.8722,34.0846,25.2823,P,,,,,,97,33,,,1058,,,4,7
SMALL STATION WAGONS,BMW,525I SPORT WAGON,2.5,6,Auto(S5),R,19,26,21,20.7438,33.1325,24.9403,P,,,,,,97,33,,,1107,,3MODE,4,7
SMALL STATION WAGONS,BMW,540I SPORT WAGON,4.4,8,Auto(S5),R,15,21,18,17.2000,26.7717,20.4979,P,G,,,,,97,33,,,1293,GUZZLER,3MODE,4,7
SMALL STATION WAGONS,DAEWOO,NUBIRA STATION WAGON,2.0,4,Auto(A4),F,22,31,25,24.1983,39.6499,29.3443,R,,,,,,93,19,,,810,SOHC-IL4,EMS,2,7
SMALL STATION WAGONS,DAEWOO,NUBIRA STATION WAGON,2.0,4,Manual(M5),F,22,31,25,24.5475,39.9798,29.7078,R,,,,,,93,19,,,810,SOHC-IL4,,2,7
SMALL STATION WAGONS,SATURN,SW,1.9,4,Auto(L4),F,26,36,29,28.7000,45.6000,34.4445,R,,,,,,90,25,,,699,SOHC,CLKUP,8,7
SMALL STATION WAGONS,SATURN,SW,1.9,4,Auto(L4),F,25,35,29,27.9786,45.2908,33.7910,R,,,,,,90,25,,,699,DOHC,CLKUP,8,7
SMALL STATION WAGONS,SATURN,SW,1.9,4,Manual(M5),F,27,38,31,29.9000,48.4000,36.1113,R,,,,,,90,25,,,654,DOHC,SIL,8,7
SMALL STATION WAGONS,SUBARU,IMPREZA WAGON AWD,2.2,4,Auto(L4),4,23,29,25,25.4605,37.4616,29.7492,R,,,,,,85,25,,,810,,CLKUP,4,7
SMALL STATION WAGONS,SUBARU,IMPREZA WAGON AWD,2.2,4,Manual(M5),4,23,29,25,25.0743,37.1555,29.3720,R,,,,,,85,25,,,810,,,4,7
SMALL STATION WAGONS,SUZUKI,ESTEEM WAGON,1.8,4,Auto(L4),F,26,33,29,28.8000,42.5000,33.6865,R,,,,,,86,24,,,699,,CLKUP,4,7
SMALL STATION WAGONS,SUZUKI,ESTEEM WAGON,1.8,4,Manual(M5),F,27,34,30,30.1000,43.9000,35.0594,R,,,,,,86,24,,,674,,,4,7
SMALL STATION WAGONS,VOLVO,V40,1.9,4,Auto(L5),F,22,32,26,24.8000,40.5000,30.0404,P,,T,,,,,,89,33,895,,CLKUP,4,7
MIDSIZE STATION WAGONS,AUDI,A6 AVANT QUATTRO,2.8,6,Auto(S5),4,17,24,20,18.9725,30.3847,22.8313,P,,,,,,99,36,,,1162,,CLKUP,5,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAGON,2.0,4,Auto(L4),F,25,33,28,27.9903,41.6900,32.8476,R,,,,,,,,,,723,2.0L CVH,CLKUP,2,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAGON,2.0,4,Auto(L4),F,25,31,27,27.5180,40.1101,32.0451,R,,,,,,,,,,749,2.0Z,CLKUP,4,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAGON,2.0,4,Manual(M5),F,28,36,31,31.5000,45.8495,36.6636,R,,,,,,,,,,654,2.0L CVH,,2,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAGON,2.0,4,Manual(M5),F,25,33,28,27.4000,42.2000,32.5346,R,,,,,,,,,,723,2.0Z,,4,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3.0,6,Auto(L4),F,19,26,21,20.6000,32.8493,24.7537,R,,,,,,104,39,,,964,3.0M,CLKUP,4,8
