"year","class","model","displ","trans","cyl","manufacturer","cty","hwy","eng.dscr","T","G","S","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l"
1984,15,"G10/G20 SPORTVAN 2WD",379,"auto(4)",8,"CHEVROLET",20,30,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G10/G20 SPORTVAN 2WD",379,"manual(m4)",8,"CHEVROLET",21,27,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G30 SPORTVAN 2WD",350,"auto(4)",8,"CHEVROLET",12,17," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"B150/B250 WAGON 2WD",225,"auto(3)",6,"DODGE",16,22," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"B150/B250 WAGON 2WD",225,"manual(m4)",6,"DODGE",18,25," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"B150/B250 WAGON 2WD",318,"auto(3)",8,"DODGE",14,19," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"B150/B250 WAGON 2WD",318,"manual(m4)",8,"DODGE",13,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"B150/B250 WAGON 2WD",360,"auto(3)",8,"DODGE",11,15," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"B350 WAGON 2WD",318,"auto(3)",8,"DODGE",13,18," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"B350 WAGON 2WD",360,"auto(3)",8,"DODGE",10,14," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"E150 CLUB WAGON 2WD",300,"auto(3)",6,"FORD",14,19,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"E150 CLUB WAGON 2WD",300,"auto(4)",6,"FORD",15,21,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"E150 CLUB WAGON 2WD",300,"manual(m4)",6,"FORD",16,23,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"E150 CLUB WAGON 2WD",302,"auto(4)",8,"FORD",14,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"E150 CLUB WAGON 2WD",302,"manual(m4)",8,"FORD",14,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"E150 CLUB WAGON 2WD",351,"auto(3)",8,"FORD",12,15,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"E150 CLUB WAGON 2WD",351,"auto(3)",8,"FORD",12,16," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G15/G25 RALLY 2WD",250,"auto(3)",6,"GMC",16,22," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G15/G25 RALLY 2WD",250,"auto(4)",6,"GMC",16,23," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G15/G25 RALLY 2WD",250,"manual(m3)",6,"GMC",16,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G15/G25 RALLY 2WD",305,"auto(3)",8,"GMC",14,20,"(GM-CHEV) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G15/G25 RALLY 2WD",305,"auto(4)",8,"GMC",15,21,"(GM-CHEV) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G15/G25 RALLY 2WD",350,"auto(4)",8,"GMC",14,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G15/G25 RALLY 2WD",379,"auto(4)",8,"GMC",20,30,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G15/G25 RALLY 2WD",379,"manual(m4)",8,"GMC",21,27,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"G35 RALLY 2WD",350,"auto(4)",8,"GMC",12,17," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"VAN 2WD",122,"auto(4)",4,"TOYOTA",24,31,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"VAN 2WD",122,"manual(m5)",4,"TOYOTA",25,31,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"VANAGON 2WD",117,"auto(3)",4,"VOLKSWAGEN",17,23,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,15,"VANAGON 2WD",117,"manual(m4)",4,"VOLKSWAGEN",19,25,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"AM GENERAL FJ-8C POST OFFICE",258,"auto(3)",6,"AM GENERAL",16,18,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"DJ PO VEHICLE 2WD",150,"auto(3)",4,"AM GENERAL",22,24,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"C10 SUBURBAN 2WD",305,"auto(4)",8,"CHEVROLET",15,21,"(GM-CHEV) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"C10 SUBURBAN 2WD",350,"auto(4)",8,"CHEVROLET",14,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"C10 SUBURBAN 2WD",379,"auto(4)",8,"CHEVROLET",20,30,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S10 BLAZER 2WD",121,"manual(m4)",4,"CHEVROLET",24,35," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S10 BLAZER 2WD",121,"manual(m5)",4,"CHEVROLET",25,36," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S10 BLAZER 2WD",173,"auto(4)",6,"CHEVROLET",20,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S10 BLAZER 2WD",173,"manual(m4)",6,"CHEVROLET",20,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S10 BLAZER 2WD",173,"manual(m5)",6,"CHEVROLET",20,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S10 UTILITY BODY 2WD",173,"auto(4)",6,"CHEVROLET",20,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S10 UTILITY BODY 2WD",173,"manual(m4)",6,"CHEVROLET",20,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"AD150 RAMCHARGER 2WD",318,"auto(3)",8,"DODGE",14,19," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"AD150 RAMCHARGER 2WD",318,"auto(3)",8,"DODGE",13,15," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"AD150 RAMCHARGER 2WD",360,"auto(3)",8,"DODGE",12,16," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"CARAVAN/RAM VAN 2WD",135,"auto(3)",4,"DODGE",22,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"CARAVAN/RAM VAN 2WD",135,"manual(m4)",4,"DODGE",25,36," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"CARAVAN/RAM VAN 2WD",135,"manual(m5)",4,"DODGE",24,37," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"CARAVAN/RAM VAN 2WD",156,"auto(3)",4,"DODGE",21,28," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"C15 SUBURBAN 2WD",305,"auto(4)",8,"GMC",15,21,"(GM-CHEV) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"C15 SUBURBAN 2WD",350,"auto(4)",8,"GMC",14,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"C15 SUBURBAN 2WD",379,"auto(4)",8,"GMC",20,30,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S15 JIMMY 2WD",121,"manual(m4)",4,"GMC",24,35," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S15 JIMMY 2WD",121,"manual(m5)",4,"GMC",25,36," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S15 JIMMY 2WD",173,"auto(4)",6,"GMC",20,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S15 JIMMY 2WD",173,"manual(m4)",6,"GMC",20,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S15 JIMMY 2WD",173,"manual(m5)",6,"GMC",20,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S15 UTILITY BODY 2WD",173,"auto(4)",6,"GMC",20,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"S15 UTILITY BODY 2WD",173,"manual(m4)",6,"GMC",20,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"KUBVAN",97,"auto(3)",4,"GRUMMAN OLSON",35,38,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"KUBVAN",97,"manual(m5)",4,"GRUMMAN OLSON",40,45,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"VOYAGER 2WD",135,"auto(3)",4,"PLYMOUTH",22,29," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"VOYAGER 2WD",135,"manual(m5)",4,"PLYMOUTH",24,37," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"VOYAGER 2WD",156,"auto(3)",4,"PLYMOUTH",21,28," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"FUNERAL COACH  2WD",366,"auto(3)",8,"S & S COACH COMPANY  E.P. DUTTON",11,15,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,17,"FUNERAL COACH  2WD",366,"auto(3)",8,"SUPERIOR COACHES DIV E.P. DUTTON",12,15,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE SX/4 4WD",150,"auto(3)",4,"AMC",21,29,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE SX/4 4WD",150,"manual(m4)",4,"AMC",24,30,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE SX/4 4WD",150,"manual(m5)",4,"AMC",24,32,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE SX/4 4WD",258,"auto(3)",6,"AMC",20,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE SX/4 4WD",258,"manual(m4)",6,"AMC",20,27,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE SX/4 4WD",258,"manual(m5)",6,"AMC",20,30,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE 4WD",150,"manual(m4)",4,"AMC",24,30,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE 4WD",150,"manual(m5)",4,"AMC",24,32,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE 4WD",258,"auto(3)",6,"AMC",19,27,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE 4WD",258,"manual(m4)",6,"AMC",20,27,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"EAGLE 4WD",258,"manual(m5)",6,"AMC",20,30,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K10 BLAZER 4WD",305,"auto(4)",8,"CHEVROLET",15,22,"(GM-CHEV) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K10 BLAZER 4WD",305,"manual(m4C)",8,"CHEVROLET",15,22,"(GM-CHEV) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K10 BLAZER 4WD",379,"auto(4)",8,"CHEVROLET",20,28,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K10 SUBURBAN 4WD",350,"auto(4)",8,"CHEVROLET",13,19," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K10 SUBURBAN 4WD",350,"manual(m4C)",8,"CHEVROLET",12,17," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K10 SUBURBAN 4WD",379,"auto(4)",8,"CHEVROLET",18,27,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T10 BLAZER 4WD",121,"manual(m4)",4,"CHEVROLET",23,33," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T10 BLAZER 4WD",121,"manual(m5)",4,"CHEVROLET",22,32," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T10 BLAZER 4WD",173,"auto(4)",6,"CHEVROLET",19,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T10 BLAZER 4WD",173,"manual(m4)",6,"CHEVROLET",18,28," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T10 BLAZER 4WD",173,"manual(m5)",6,"CHEVROLET",18,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"AW150 RAMCHARGER 4WD",318,"auto(3)",8,"DODGE",13,17," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"AW150 RAMCHARGER 4WD",318,"manual(m4C)",8,"DODGE",12,17," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"AW150 RAMCHARGER 4WD",360,"auto(3)",8,"DODGE",11,15," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO II 4WD",171,"auto(3)",6,"FORD",18,24,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO II 4WD",171,"manual(m4)",6,"FORD",20,30,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO II 4WD",171,"manual(m5)",6,"FORD",18,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",300,"auto(3)",6,"FORD",15,18,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",300,"manual(m4)",6,"FORD",17,24,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",300,"manual(m4C)",6,"FORD",16,20,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",302,"auto(3)",8,"FORD",13,17," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",302,"manual(m4)",8,"FORD",14,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",302,"manual(m4C)",8,"FORD",14,18," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",351,"auto(3)",8,"FORD",12,15,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",351,"manual(m4)",8,"FORD",13,19,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",351,"manual(m4C)",8,"FORD",13,16,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRONCO 4WD",351,"auto(3)",8,"FORD",12,16," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K15 JIMMY 4WD",305,"auto(4)",8,"GMC",15,22,"(GM-CHEV) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K15 JIMMY 4WD",305,"manual(m4C)",8,"GMC",15,22,"(GM-CHEV) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K15 JIMMY 4WD",379,"auto(4)",8,"GMC",20,28,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K15 SUBURBAN 4WD",350,"auto(4)",8,"GMC",13,19," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K15 SUBURBAN 4WD",350,"manual(m4C)",8,"GMC",12,17," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"K15 SUBURBAN 4WD",379,"auto(4)",8,"GMC",18,27,"(DIESEL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T15 JIMMY 4WD",121,"manual(m4)",4,"GMC",23,33," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T15 JIMMY 4WD",121,"manual(m5)",4,"GMC",22,32," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T15 JIMMY 4WD",173,"auto(4)",6,"GMC",19,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T15 JIMMY 4WD",173,"manual(m4)",6,"GMC",18,28," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"T15 JIMMY 4WD",173,"manual(m5)",6,"GMC",18,30," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"TROOPER 4WD",119,"manual(m4)",4,"ISUZU",21,27," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CHEROKEE/WAGONEER 4WD",150,"auto(3)",4,"JEEP",21,29,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CHEROKEE/WAGONEER 4WD",150,"manual(m4)",4,"JEEP",24,33,"(FFS)(SIL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CHEROKEE/WAGONEER 4WD",150,"manual(m4)",4,"JEEP",23,32,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CHEROKEE/WAGONEER 4WD",150,"manual(m5)",4,"JEEP",24,32,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CHEROKEE/WAGONEER 4WD",173,"auto(3)",6,"JEEP",19,24," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CHEROKEE/WAGONEER 4WD",173,"manual(m5)",6,"JEEP",19,28," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CJ-7 4WD",150,"manual(m4)",4,"JEEP",24,33,"(FFS)(SIL) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CJ-7 4WD",150,"manual(m4)",4,"JEEP",23,32,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CJ-7 4WD",150,"manual(m5)",4,"JEEP",24,32,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CJ-7 4WD",258,"auto(3)",6,"JEEP",19,24,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CJ-7 4WD",258,"manual(m4)",6,"JEEP",20,25,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"CJ-7 4WD",258,"manual(m5)",6,"JEEP",20,27,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"GRAND WAGONEER 4WD",258,"auto(3)",6,"JEEP",17,23,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"GRAND WAGONEER 4WD",258,"manual(m4)",6,"JEEP",18,24,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"GRAND WAGONEER 4WD",360,"auto(3)",8,"JEEP",12,16," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"JEEP CJ-8 4WD",258,"auto(3)",6,"JEEP",20,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"MONTERO 4WD",156,"auto(3)",4,"MITSUBISHI",20,22," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"MONTERO 4WD",156,"auto(3)",4,"MITSUBISHI",19,21,"(CAL)(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"MONTERO 4WD",156,"manual(m5)",4,"MITSUBISHI",20,25," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"MONTERO 4WD",156,"manual(m5)",4,"MITSUBISHI",20,25,"(CAL)(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRAT 4WD",109,"auto(3)",4,"SUBARU",24,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRAT 4WD",109,"manual(m4)",4,"SUBARU",27,37," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"BRAT 4WD",109,"auto(3)",4,"SUBARU",24,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"SUBARU WAGON 4WD",109,"auto(3)",4,"SUBARU",24,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"SUBARU WAGON 4WD",109,"manual(m4)",4,"SUBARU",26,36," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"SUBARU WAGON 4WD",109,"auto(3)",4,"SUBARU",24,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"SUBARU 4WD",109,"auto(3)",4,"SUBARU",24,31," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"SUBARU 4WD",109,"manual(m4)",4,"SUBARU",27,37," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"SUBARU 4WD",109,"auto(3)",4,"SUBARU",24,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"SJ410 4WD",59,"manual(m4)",4,"SUZUKI",28,30,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"SJ410V 4WD",59,"manual(m4)",4,"SUZUKI",28,30,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"LAND CRUISER WAGON 4WD",258,"manual(m4)",6,"TOYOTA",12,16," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,18,"4-RUNNER 4WD",144,"manual(m5)",4,"TOYOTA",20,26," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"S10 CAB CHASSIS 2WD",121,"manual(m4)",4,"CHEVROLET",18,22," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"S10 CAB CHASSIS 2WD",173,"auto(4)",6,"CHEVROLET",16,18," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"S10 CAB CHASSIS 2WD",173,"manual(m4)",6,"CHEVROLET",16,19," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"PICKUP CAB CHASSIS",146,"manual(m5)",4,"NISSAN MOTOR COMPANY, LTD.",16,18," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"D250 PICKUP CAB CHASSIS 2WD",360,"auto(3)",8,"DODGE",11,15," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"F250 PICKUP CAB CHASSIS 2WD",302,"auto(3)",8,"FORD",13,16," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"F250 PICKUP CAB CHASSIS 2WD",302,"manual(m4C)",8,"FORD",14,18," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"RANGER PICKUP CAB CHASSIS 2W",140,"manual(m4)",4,"FORD",20,25,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"RANGER PICKUP CAB CHASSIS 2W",171,"manual(m4)",6,"FORD",16,21,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"S15 CAB CHASSIS 2WD",121,"manual(m4)",4,"GMC",18,22," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"S15 CAB CHASSIS 2WD",173,"auto(4)",6,"GMC",16,18," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"S15 CAB CHASSIS 2WD",173,"manual(m4)",6,"GMC",16,19," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,19,"CAB CHASSIS 2WD",144,"manual(m4)",4,"TOYOTA",19,21," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"SPIDER VELOCE 2000",120,"manual(m5)",4,"ALFA ROMEO",23,35,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"BERTONE X1/9",91,"manual(m5)",4,"BERTONE",25,36,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"CORVETTE",350,"auto(4)",8,"CHEVROLET",16,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"CORVETTE",350,"manual(m4)",8,"CHEVROLET",16,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"300ZX",181,"auto(4)",6,"NISSAN MOTOR COMPANY, LTD.",19,28,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,50,22
1984,1,"300ZX",181,"auto(4)",6,"NISSAN MOTOR COMPANY, LTD.",20,28,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,50,22
1984,1,"300ZX",181,"manual(m5)",6,"NISSAN MOTOR COMPANY, LTD.",22,33,"(FFS) ",FALSE,FALSE,FALSE,NA,NA,NA,NA,50,22
1984,1,"300ZX",181,"manual(m5)",6,"NISSAN MOTOR COMPANY, LTD.",20,30,"(FFS,TRBO) ",TRUE,FALSE,FALSE,NA,NA,NA,NA,50,22
1984,1,"EXP",98,"auto(3)",4,"FORD MOTOR COMPANY",26,36," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
1984,1,"EXP",98,"manual(m5)",4,"FORD MOTOR COMPANY",27,44," ",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
